16:30:27.072 [restartedMain] INFO  com.blog.NoteBlogV4Application - Starting NoteBlogV4Application on PC201810110456 with PID 10428 (C:\Users\Administrator\Desktop\git\blog\target\classes started by Administrator in C:\Users\Administrator\Desktop\git\blog) 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cate/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cate/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cate'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cate/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.216 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cate/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cloudFileCate/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cloudFileCate/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cloudFileCate'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cloudFileCate/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/cloudFileCate/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/cloudFileCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.217 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/keyword/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/keyword'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/keyword/update/enable'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/keyword/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/keyword/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/keyword/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/keyword] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/projectCate/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/projectCate/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.218 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.219 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/projectCate'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/projectCate/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/projectCate/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:47:08.220 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/tag/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/tag/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/tag/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/tag'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/comment/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/comment/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/comment'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/comment] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/comment] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/message/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/message/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/message'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/message] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/message] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:47:08.221 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/edit'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/add'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/add'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/delete/{id}'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project'，请求方式：'[GET]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/project] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/project] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/project] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/project] 未扫描到@NBAuth，略过处理步骤 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/edit'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.222 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/project] 未扫描到@NBAuth，略过处理步骤 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/list'，请求方式：'[GET]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/mail/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/theme'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/common'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/mail'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/profile'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/qrcode'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/profile/update'，请求方式：'[POST]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/pay/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/upload'，请求方式：'[POST]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/upload/editorMD'，请求方式：'[POST]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:47:08.223 [restartedMain] INFO  c.b.c.listener.ResourceListener - 扫描资源完毕，共计处理资源数目：[108]，等待下一步插入数据库赋给网站管理员角色.. 
16:47:08.252 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 80 (http) with context path '' 
16:47:08.257 [restartedMain] INFO  com.blog.NoteBlogV4Application - Started NoteBlogV4Application in 12.091 seconds (JVM running for 13.373) 
16:47:08.260 [restartedMain] INFO  c.blog.config.listener.InitListener - 「个人博客」App 正在准备，请稍后... 
16:47:34.989 [restartedMain] INFO  c.blog.config.listener.InitListener - 「个人博客」App 已经完成初始化，略过初始化步骤。 
16:47:36.278 [restartedMain] INFO  c.blog.config.listener.MenuListener - 「个人博客」App 初始化菜单完毕 
16:47:36.384 [restartedMain] INFO  c.b.c.listener.UploadFolderListener - 「个人博客」APP 文件上传路径设置为：[file:D://upload/noteblogv4/] 
16:47:36.384 [restartedMain] INFO  c.b.c.listener.UploadFolderListener - 「个人博客」APP 已存在上传文件夹！ 
16:47:36.571 [restartedMain] INFO  c.b.config.listener.FinalListener - 「个人博客」App 启动完毕（欢迎使用wang-hai-cheng开源blog项目）。 
16:47:39.649 [http-nio-80-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet' 
16:47:39.650 [http-nio-80-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started 
16:47:39.681 [http-nio-80-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 29 ms 
16:50:00.011 [pool-1-thread-1] INFO  c.b.c.application.SessionValidator - validate session in noteblog application task... 
16:52:17.247 [http-nio-80-exec-6] INFO  com.blog.web.KaptchaController - 输出验证码：[4040] 
16:52:24.195 [http-nio-80-exec-3] INFO  com.blog.web.KaptchaController - 输出验证码：[6316] 
16:52:28.307 [http-nio-80-exec-1] INFO  com.blog.web.KaptchaController - 输出验证码：[1317] 
16:52:34.890 [http-nio-80-exec-7] INFO  c.b.c.i.SessionInterceptor - [已登录用户] 
16:52:34.908 [http-nio-80-exec-7] INFO  c.b.config.permission.NBAuthAspect - 请求资源：[http://127.0.0.1/management/index]，验证权限中，需要权限：[management:index:page]... 
16:52:35.048 [http-nio-80-exec-7] INFO  c.b.config.permission.NBAuthAspect - 验证权限通过，放行... 
16:52:35.094 [http-nio-80-exec-7] INFO  c.blog.config.application.NBSession - update session for id:[2d188ee2-94d2-4edb-aa81-649eea4467cd], at [2019-10-26T16:52:35.094] by url:[http://127.0.0.1/management/index] with ip:[127.0.0.1] 
16:52:35.366 [http-nio-80-exec-10] INFO  c.blog.config.application.NBSession - update session for id:[2d188ee2-94d2-4edb-aa81-649eea4467cd], at [2019-10-26T16:52:35.366] by url:[http://127.0.0.1/upfiles/img/2019-10-18/81057a1b-dbad-4152-9479-dcda3e274718.jpeg] with ip:[127.0.0.1] 
16:52:35.461 [http-nio-80-exec-7] INFO  c.b.c.i.SessionInterceptor - [已登录用户] 
16:52:35.461 [http-nio-80-exec-7] INFO  c.b.config.permission.NBAuthAspect - 请求资源：[http://127.0.0.1/management/dashboard]，验证权限中，需要权限：[management:index:dashboard]... 
16:52:35.652 [http-nio-80-exec-7] INFO  c.b.config.permission.NBAuthAspect - 验证权限通过，放行... 
16:52:35.802 [http-nio-80-exec-10] INFO  c.blog.config.application.NBSession - update session for id:[2d188ee2-94d2-4edb-aa81-649eea4467cd], at [2019-10-26T16:52:35.802] by url:[http://127.0.0.1/error] with ip:[127.0.0.1] 
16:52:36.147 [http-nio-80-exec-7] INFO  c.blog.config.application.NBSession - update session for id:[2d188ee2-94d2-4edb-aa81-649eea4467cd], at [2019-10-26T16:52:36.147] by url:[http://127.0.0.1/management/dashboard] with ip:[127.0.0.1] 
16:52:40.989 [http-nio-80-exec-5] INFO  c.b.c.i.SessionInterceptor - [已登录用户] 
16:52:40.991 [http-nio-80-exec-5] INFO  c.b.config.permission.NBAuthAspect - 请求资源：[http://127.0.0.1/management/settings/common]，验证权限中，需要权限：[management:settings:common]... 
16:52:41.102 [http-nio-80-exec-5] INFO  c.b.config.permission.NBAuthAspect - 验证权限通过，放行... 
